Safety Program (SP) data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rows are sorted by submitting_opid, system_type, record_created",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATA_AS_OF,RECORD_SOURCE,RECORD_CREATED,SUBMITTING_OPID,SUBMITTING_OPID_STATUS,SUBMITTING_OPID_NAME,SYSTEM_TYPE,D&A_PRIMARY_OPID,D&A_PRIMARY_NAME,D&A_STATUS,D&A_ENTER_DATE,D&A_EXIT_DATE,OME_PRIMARY_OPID,OME_PRIMARY_NAME,OME_STATUS,OME_ENTER_DATE,OME_EXIT_DATE,DP_PRIMARY_OPID,DP_PRIMARY_NAME,DP_STATUS,DP_ENTER_DATE,DP_EXIT_DATE,PA_PRIMARY_OPID,PA_PRIMARY_NAME,PA_STATUS,PA_ENTER_DATE,PA_EXIT_DATE,CRM_PRIMARY_OPID,CRM_PRIMARY_NAME,CRM_STATUS,CRM_ENTER_DATE,CRM_EXIT_DATE,OQ_PRIMARY_OPID,OQ_PRIMARY_NAME,OQ_STATUS,OQ_ENTER_DATE,OQ_EXIT_DATE,IM_PRIMARY_OPID,IM_PRIMARY_NAME,IM_STATUS,IM_ENTER_DATE,IM_EXIT_DATE,OPA_PRIMARY_OPID,OPA_PRIMARY_NAME,OPA_STATUS,OPA_ENTER_DATE,OPA_EXIT_DATE
12/15/21,Operator Assignment Request,7/16/21,40265,ACTIVE,"HEP JAVELINA PIPELINE COMPANY, LLC",Gas Transmission,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/19/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/19/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/19/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/19/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/19/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/19/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/19/21,,,,,,
12/15/21,Operator Assignment Request,7/22/21,40266,ACTIVE,"HEP JAVELINA COMPANY, LLC",Gas Transmission,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,40266,"HEP JAVELINA COMPANY, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,,,,,
12/15/21,Operator Assignment Request,7/22/21,40266,ACTIVE,"HEP JAVELINA COMPANY, LLC",Hazardous Liquid,32327,TEXAS PIPELINE LLC,Current,7/22/21,,32327,TEXAS PIPELINE LLC,Current,7/22/21,,32327,TEXAS PIPELINE LLC,Current,7/22/21,,32327,TEXAS PIPELINE LLC,Current,7/22/21,,40266,"HEP JAVELINA COMPANY, LLC",Current,7/22/21,,32327,TEXAS PIPELINE LLC,Current,7/22/21,,39820,"MAVERICK TERMINALS CORPUS, LLC",Current,7/22/21,,39820,"MAVERICK TERMINALS CORPUS, LLC",Current,7/22/21,
12/15/21,Operator Assignment Request,7/22/21,40267,ACTIVE,"HEP GAS SERVICES, LLC",Gas Transmission,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,40265,"HEP JAVELINA PIPELINE COMPANY, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,39117,"TX PIPELINE WEBB CO LEAN SYS, LLC",Current,7/22/21,,,,,,
12/15/21,Operator Assignment Request,6/30/21,40268,ACTIVE,"GARY CLIMATE SOLUTIONS, LLC",Hazardous Liquid,40268,"GARY CLIMATE SOLUTIONS, LLC",Current,7/23/21,,40268,"GARY CLIMATE SOLUTIONS, LLC",Current,7/23/21,,40268,"GARY CLIMATE SOLUTIONS, LLC",Current,7/23/21,,40268,"GARY CLIMATE SOLUTIONS, LLC",Current,7/23/21,,40268,"GARY CLIMATE SOLUTIONS, LLC",Current,7/23/21,,40268,"GARY CLIMATE SOLUTIONS, LLC",Current,7/23/21,,40268,"GARY CLIMATE SOLUTIONS, LLC",Current,7/23/21,,40268,"GARY CLIMATE SOLUTIONS, LLC",Current,7/23/21,
12/15/21,Operator Assignment Request,7/14/21,40269,ACTIVE,"LES PROJECT HOLDINGS, LLC",Gas Transmission,40269,"LES PROJECT HOLDINGS, LLC",Current,7/23/21,,40269,"LES PROJECT HOLDINGS, LLC",Current,7/23/21,,40269,"LES PROJECT HOLDINGS, LLC",Current,7/23/21,,40269,"LES PROJECT HOLDINGS, LLC",Current,7/23/21,,40269,"LES PROJECT HOLDINGS, LLC",Current,7/23/21,,40269,"LES PROJECT HOLDINGS, LLC",Current,7/23/21,,40269,"LES PROJECT HOLDINGS, LLC",Current,7/23/21,,,,,,
12/15/21,Type C Notification,11/23/21,40270,ACTIVE,STAGECOACH OPERATING SERVICES LLC,Gas Transmission,,,,,,2564,Kinder Morgan,Current,11/1/21,,,,,,,,,,,,,,,,,,,,,,2564,Kinder Morgan,Current,11/5/21,,,,,,
12/15/21,Operator Assignment Request,8/4/21,40270,ACTIVE,STAGECOACH OPERATING SERVICES LLC,Gas Transmission,18092,Kinder Morgan,Current,8/9/21,,40270,STAGECOACH OPERATING SERVICES LLC,Superseded,8/9/21,11/1/21,2564,Kinder Morgan,Current,8/9/21,,18092,Kinder Morgan,Current,8/9/21,,40270,STAGECOACH OPERATING SERVICES LLC,Current,8/9/21,,40270,STAGECOACH OPERATING SERVICES LLC,Current,8/9/21,,40270,STAGECOACH OPERATING SERVICES LLC,Superseded,8/9/21,11/5/21,,,,,
12/15/21,Type C Notification,11/23/21,40270,ACTIVE,STAGECOACH OPERATING SERVICES LLC,UNGS,,,,,,2564,Kinder Morgan,Current,11/1/21,,,,,,,,,,,,,,,,,,,,,,2564,Kinder Morgan,Current,10/1/21,,,,,,
12/15/21,Operator Assignment Request,8/4/21,40270,ACTIVE,STAGECOACH OPERATING SERVICES LLC,UNGS,18092,Kinder Morgan,Current,8/9/21,,40270,STAGECOACH OPERATING SERVICES LLC,Superseded,8/9/21,11/1/21,,,,,,,,,,,,,,,,,,,,,40270,STAGECOACH OPERATING SERVICES LLC,Superseded,8/9/21,10/1/21,,,,,
12/15/21,Operator Assignment Request,6/14/21,40271,ACTIVE,INTERNATIONAL- MATEX TANK TERMINALS LLC,Hazardous Liquid,40271,INTERNATIONAL- MATEX TANK TERMINALS LLC,Current,8/9/21,,40271,INTERNATIONAL- MATEX TANK TERMINALS LLC,Current,8/9/21,,40271,INTERNATIONAL- MATEX TANK TERMINALS LLC,Current,8/9/21,,40271,INTERNATIONAL- MATEX TANK TERMINALS LLC,Current,8/9/21,,40271,INTERNATIONAL- MATEX TANK TERMINALS LLC,Current,8/9/21,,40271,INTERNATIONAL- MATEX TANK TERMINALS LLC,Current,8/9/21,,40271,INTERNATIONAL- MATEX TANK TERMINALS LLC,Current,8/9/21,,40271,INTERNATIONAL- MATEX TANK TERMINALS LLC,Current,8/9/21,
12/15/21,Operator Assignment Request,8/3/21,40272,ACTIVE,SONESTA ES SUITES,Gas Distribution,40272,SONESTA ES SUITES,Current,8/9/21,,40272,SONESTA ES SUITES,Current,8/9/21,,40272,SONESTA ES SUITES,Current,8/9/21,,40272,SONESTA ES SUITES,Current,8/9/21,,40272,SONESTA ES SUITES,Current,8/9/21,,40272,SONESTA ES SUITES,Current,8/9/21,,40272,SONESTA ES SUITES,Current,8/9/21,,,,,,
12/15/21,Operator Assignment Request,7/29/21,40273,ACTIVE,GIBBONS CREEK ENV. RDV. GROUP,Gas Transmission,40273,GIBBONS CREEK ENV. RDV. GROUP,Current,8/18/21,,40273,GIBBONS CREEK ENV. RDV. GROUP,Current,8/18/21,,40273,GIBBONS CREEK ENV. RDV. GROUP,Current,8/18/21,,40273,GIBBONS CREEK ENV. RDV. GROUP,Current,8/18/21,,40273,GIBBONS CREEK ENV. RDV. GROUP,Current,8/18/21,,40273,GIBBONS CREEK ENV. RDV. GROUP,Current,8/18/21,,40273,GIBBONS CREEK ENV. RDV. GROUP,Current,8/18/21,,,,,,
12/15/21,Operator Assignment Request,8/23/21,40274,ACTIVE,"BOARDWALK LOUISIANA GAS TRANSMISSION, LLC",Gas Transmission,31728,Boardwalk,Current,8/24/21,,19270,Boardwalk,Current,8/24/21,,19270,Boardwalk,Current,8/24/21,,19270,Boardwalk,Current,8/24/21,,19270,Boardwalk,Current,8/24/21,,19270,Boardwalk,Current,8/24/21,,19270,Boardwalk,Current,8/24/21,,,,,,
12/15/21,Operator Assignment Request,8/3/21,40275,ACTIVE,SENTINEL MIDSTREAM OPERATING LLC,Hazardous Liquid,40275,SENTINEL MIDSTREAM OPERATING LLC,Current,8/27/21,,40275,SENTINEL MIDSTREAM OPERATING LLC,Current,8/27/21,,40275,SENTINEL MIDSTREAM OPERATING LLC,Current,8/27/21,,40275,SENTINEL MIDSTREAM OPERATING LLC,Current,8/27/21,,40275,SENTINEL MIDSTREAM OPERATING LLC,Current,8/27/21,,40275,SENTINEL MIDSTREAM OPERATING LLC,Current,8/27/21,,40275,SENTINEL MIDSTREAM OPERATING LLC,Current,8/27/21,,40275,SENTINEL MIDSTREAM OPERATING LLC,Current,8/27/21,
12/15/21,Operator Assignment Request,8/6/21,40276,ACTIVE,GALR.LLC,Gas Distribution,40276,GALR.LLC,Current,8/27/21,,40276,GALR.LLC,Current,8/27/21,,40276,GALR.LLC,Current,8/27/21,,40276,GALR.LLC,Current,8/27/21,,40276,GALR.LLC,Current,8/27/21,,40276,GALR.LLC,Current,8/27/21,,40276,GALR.LLC,Current,8/27/21,,,,,,
12/15/21,Operator Assignment Request,8/31/21,40277,ACTIVE,"VERTEX REFINING ALABAMA,LLC",Hazardous Liquid,40277,"VERTEX REFINING ALABAMA,LLC",Current,8/31/21,,40277,"VERTEX REFINING ALABAMA,LLC",Current,8/31/21,,40277,"VERTEX REFINING ALABAMA,LLC",Current,8/31/21,,40277,"VERTEX REFINING ALABAMA,LLC",Current,8/31/21,,40277,"VERTEX REFINING ALABAMA,LLC",Current,8/31/21,,40277,"VERTEX REFINING ALABAMA,LLC",Current,8/31/21,,40277,"VERTEX REFINING ALABAMA,LLC",Current,8/31/21,,40277,"VERTEX REFINING ALABAMA,LLC",Current,8/31/21,
12/15/21,Operator Assignment Request,8/23/21,40278,ACTIVE,CUMBERLAND COUNTY SOLID WASTE,Gas Transmission,40278,CUMBERLAND COUNTY SOLID WASTE,Current,9/7/21,,40278,CUMBERLAND COUNTY SOLID WASTE,Current,9/7/21,,40278,CUMBERLAND COUNTY SOLID WASTE,Current,9/7/21,,40278,CUMBERLAND COUNTY SOLID WASTE,Current,9/7/21,,40278,CUMBERLAND COUNTY SOLID WASTE,Current,9/7/21,,40278,CUMBERLAND COUNTY SOLID WASTE,Current,9/7/21,,40278,CUMBERLAND COUNTY SOLID WASTE,Current,9/7/21,,,,,,
12/15/21,Operator Assignment Request,8/30/21,40279,ACTIVE,MENZIES (LAXFUEL),Hazardous Liquid,40279,MENZIES (LAXFUEL),Current,9/7/21,,40279,MENZIES (LAXFUEL),Current,9/7/21,,40279,MENZIES (LAXFUEL),Current,9/7/21,,40279,MENZIES (LAXFUEL),Current,9/7/21,,40279,MENZIES (LAXFUEL),Current,9/7/21,,40279,MENZIES (LAXFUEL),Current,9/7/21,,40279,MENZIES (LAXFUEL),Current,9/7/21,,40279,MENZIES (LAXFUEL),Current,9/7/21,
12/15/21,Operator Assignment Request,9/8/21,40280,ACTIVE,HARMONY PLACE LP,Gas Distribution,40280,HARMONY PLACE LP,Current,9/8/21,,40280,HARMONY PLACE LP,Current,9/8/21,,40280,HARMONY PLACE LP,Current,9/8/21,,40280,HARMONY PLACE LP,Current,9/8/21,,40280,HARMONY PLACE LP,Current,9/8/21,,40280,HARMONY PLACE LP,Current,9/8/21,,40280,HARMONY PLACE LP,Current,9/8/21,,,,,,
12/15/21,Operator Assignment Request,9/7/21,40281,ACTIVE,"IRON PENNSYLVANIA LAND, LLC.",Gas Transmission,40281,"IRON PENNSYLVANIA LAND, LLC.",Current,9/14/21,,40281,"IRON PENNSYLVANIA LAND, LLC.",Current,9/14/21,,40281,"IRON PENNSYLVANIA LAND, LLC.",Current,9/14/21,,40281,"IRON PENNSYLVANIA LAND, LLC.",Current,9/14/21,,40281,"IRON PENNSYLVANIA LAND, LLC.",Current,9/14/21,,40281,"IRON PENNSYLVANIA LAND, LLC.",Current,9/14/21,,40281,"IRON PENNSYLVANIA LAND, LLC.",Current,9/14/21,,,,,,
12/15/21,Operator Assignment Request,9/21/21,40282,ACTIVE,EQUILON ENTERPRISES LLC DBA SHELL OIL PRODUCTS,Hazardous Liquid,31174,Shell,Current,9/22/21,,31174,Shell,Current,9/22/21,,31174,Shell,Current,9/22/21,,31174,Shell,Current,9/22/21,,31174,Shell,Current,9/22/21,,31174,Shell,Current,9/22/21,,31174,Shell,Current,9/22/21,,31174,Shell,Current,9/22/21,
12/15/21,Operator Assignment Request,9/20/21,40283,ACTIVE,"SUNOCO, LLC",Hazardous Liquid,40283,"SUNOCO, LLC",Current,9/22/21,,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Current,9/22/21,,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Current,9/22/21,,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Current,9/22/21,,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Current,9/22/21,,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Current,9/22/21,,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Current,9/22/21,,26094,NUSTAR TERMINALS OPERATIONS PARTNERSHIP L. P.,Current,9/22/21,
12/15/21,Operator Assignment Request,9/21/21,40284,ACTIVE,GULF COAST AMMONIA LLC,Hazardous Liquid,40284,GULF COAST AMMONIA LLC,Current,9/30/21,,40284,GULF COAST AMMONIA LLC,Current,9/30/21,,40284,GULF COAST AMMONIA LLC,Current,9/30/21,,40284,GULF COAST AMMONIA LLC,Current,9/30/21,,40284,GULF COAST AMMONIA LLC,Current,9/30/21,,40284,GULF COAST AMMONIA LLC,Current,9/30/21,,40284,GULF COAST AMMONIA LLC,Current,9/30/21,,40284,GULF COAST AMMONIA LLC,Current,9/30/21,
12/15/21,Operator Assignment Request,8/25/21,40285,ACTIVE,"ENABLE GULF RUN TRANSMISSION, LLC",Gas Transmission,31202,Enable Midstream,Current,9/30/21,,31202,Enable Midstream,Current,9/30/21,,31202,Enable Midstream,Current,9/30/21,,31202,Enable Midstream,Current,9/30/21,,31202,Enable Midstream,Current,9/30/21,,31202,Enable Midstream,Current,9/30/21,,31202,Enable Midstream,Current,9/30/21,,,,,,
12/15/21,Operator Assignment Request,9/24/21,40286,ACTIVE,MUSEUM HILL MASTER METER,Gas Distribution,40286,MUSEUM HILL MASTER METER,Current,10/1/21,,40286,MUSEUM HILL MASTER METER,Current,10/1/21,,40286,MUSEUM HILL MASTER METER,Current,10/1/21,,40286,MUSEUM HILL MASTER METER,Current,10/1/21,,40286,MUSEUM HILL MASTER METER,Current,10/1/21,,40286,MUSEUM HILL MASTER METER,Current,10/1/21,,40286,MUSEUM HILL MASTER METER,Current,10/1/21,,,,,,
12/15/21,Operator Assignment Request,9/8/21,40287,ACTIVE,"EAST DAKOTAS RENEWABLE ENERGY, LLC",Gas Transmission,40287,"EAST DAKOTAS RENEWABLE ENERGY, LLC",Current,10/5/21,,40287,"EAST DAKOTAS RENEWABLE ENERGY, LLC",Current,10/5/21,,40287,"EAST DAKOTAS RENEWABLE ENERGY, LLC",Current,10/5/21,,40287,"EAST DAKOTAS RENEWABLE ENERGY, LLC",Current,10/5/21,,40287,"EAST DAKOTAS RENEWABLE ENERGY, LLC",Current,10/5/21,,40287,"EAST DAKOTAS RENEWABLE ENERGY, LLC",Current,10/5/21,,40287,"EAST DAKOTAS RENEWABLE ENERGY, LLC",Current,10/5/21,,,,,,
12/15/21,Operator Assignment Request,9/28/21,40288,ACTIVE,"POLARIS PIPELINE SYSTEMS, LLC",Gas Gathering,40288,"POLARIS PIPELINE SYSTEMS, LLC",Current,10/6/21,,40288,"POLARIS PIPELINE SYSTEMS, LLC",Current,10/6/21,,40288,"POLARIS PIPELINE SYSTEMS, LLC",Current,10/6/21,,40288,"POLARIS PIPELINE SYSTEMS, LLC",Current,10/6/21,,40288,"POLARIS PIPELINE SYSTEMS, LLC",Current,10/6/21,,40288,"POLARIS PIPELINE SYSTEMS, LLC",Current,10/6/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,10/6/21,40289,ACTIVE,EPCOR GAS TEXAS DEVELOPMENT AND SERVICES INC.,Gas Distribution,25110,"HUGHES NATURAL GAS, INC",Current,10/6/21,,25110,"HUGHES NATURAL GAS, INC",Current,10/6/21,,25110,"HUGHES NATURAL GAS, INC",Current,10/6/21,,25110,"HUGHES NATURAL GAS, INC",Current,10/6/21,,25110,"HUGHES NATURAL GAS, INC",Current,10/6/21,,25110,"HUGHES NATURAL GAS, INC",Current,10/6/21,,25110,"HUGHES NATURAL GAS, INC",Current,10/6/21,,,,,,
12/15/21,Operator Assignment Request,9/21/21,40290,ACTIVE,COOP SERVICES,Gas Distribution,40290,COOP SERVICES,Current,10/6/21,,40290,COOP SERVICES,Current,10/6/21,,40290,COOP SERVICES,Current,10/6/21,,40290,COOP SERVICES,Current,10/6/21,,40290,COOP SERVICES,Current,10/6/21,,40290,COOP SERVICES,Current,10/6/21,,40290,COOP SERVICES,Current,10/6/21,,,,,,
12/15/21,Operator Assignment Request,9/24/21,40291,ACTIVE,SPORTSMAN'S LODGE,Gas Distribution,40291,SPORTSMAN'S LODGE,Current,10/8/21,,35477,,Current,10/8/21,,35477,,Current,10/8/21,,35477,,Current,10/8/21,,40291,SPORTSMAN'S LODGE,Current,10/8/21,,35477,,Current,10/8/21,,35477,,Current,10/8/21,,,,,,
12/15/21,Operator Assignment Request,9/1/21,40292,ACTIVE,"ASPIRE ENERGY EXPRESS, LLC",Gas Transmission,40292,"ASPIRE ENERGY EXPRESS, LLC",Current,10/13/21,,40292,"ASPIRE ENERGY EXPRESS, LLC",Current,10/13/21,,40292,"ASPIRE ENERGY EXPRESS, LLC",Current,10/13/21,,40292,"ASPIRE ENERGY EXPRESS, LLC",Current,10/13/21,,40292,"ASPIRE ENERGY EXPRESS, LLC",Current,10/13/21,,40292,"ASPIRE ENERGY EXPRESS, LLC",Current,10/13/21,,40292,"ASPIRE ENERGY EXPRESS, LLC",Current,10/13/21,,,,,,
12/15/21,Operator Assignment Request,10/12/21,40293,ACTIVE,WESTOVER COMPANIES,Gas Distribution,40293,WESTOVER COMPANIES,Current,10/13/21,,40293,WESTOVER COMPANIES,Current,10/13/21,,40293,WESTOVER COMPANIES,Current,10/13/21,,40293,WESTOVER COMPANIES,Current,10/13/21,,40293,WESTOVER COMPANIES,Current,10/13/21,,40293,WESTOVER COMPANIES,Current,10/13/21,,40293,WESTOVER COMPANIES,Current,10/13/21,,,,,,
12/15/21,Operator Assignment Request,10/12/21,40294,ACTIVE,"MCCAIN FOODS USA, INC.",Gas Transmission,40294,"MCCAIN FOODS USA, INC.",Current,10/13/21,,40294,"MCCAIN FOODS USA, INC.",Current,10/13/21,,40294,"MCCAIN FOODS USA, INC.",Current,10/13/21,,40294,"MCCAIN FOODS USA, INC.",Current,10/13/21,,40294,"MCCAIN FOODS USA, INC.",Current,10/13/21,,40294,"MCCAIN FOODS USA, INC.",Current,10/13/21,,40294,"MCCAIN FOODS USA, INC.",Current,10/13/21,,,,,,
12/15/21,Operator Assignment Request,8/27/21,40295,ACTIVE,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Gas Transmission,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,,,,,
12/15/21,Operator Assignment Request,8/27/21,40295,ACTIVE,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Hazardous Liquid,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,,40295,"FUNDARE RESOURCES OPERATING COMPANY, LLC",Current,10/14/21,
12/15/21,Operator Assignment Request,10/7/21,40296,ACTIVE,"LONGWOOD RB PIPELINE, LLC",Gas Gathering,39232,MATADOR PRODUCTION COMPANY,Current,10/15/21,,39232,MATADOR PRODUCTION COMPANY,Current,10/15/21,,39232,MATADOR PRODUCTION COMPANY,Current,10/15/21,,39232,MATADOR PRODUCTION COMPANY,Current,10/15/21,,39232,MATADOR PRODUCTION COMPANY,Current,10/15/21,,39232,MATADOR PRODUCTION COMPANY,Current,10/15/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,9/14/21,40297,ACTIVE,LEGEND GAS PIPELINE LLC,Gas Transmission,32296,Targa,Current,10/18/21,,32296,Targa,Current,10/18/21,,32296,Targa,Current,10/18/21,,32296,Targa,Current,10/18/21,,40297,LEGEND GAS PIPELINE LLC,Current,10/18/21,,32296,Targa,Current,10/18/21,,32296,Targa,Current,10/18/21,,,,,,
12/15/21,Operator Assignment Request,10/18/21,40298,ACTIVE,MAIN STREET HOMES LLC.,Gas Distribution,40298,MAIN STREET HOMES LLC.,Current,10/21/21,,40298,MAIN STREET HOMES LLC.,Current,10/21/21,,40298,MAIN STREET HOMES LLC.,Current,10/21/21,,40298,MAIN STREET HOMES LLC.,Current,10/21/21,,40298,MAIN STREET HOMES LLC.,Current,10/21/21,,40298,MAIN STREET HOMES LLC.,Current,10/21/21,,40298,MAIN STREET HOMES LLC.,Current,10/21/21,,,,,,
12/15/21,Operator Assignment Request,10/19/21,40299,ACTIVE,VILLA CALLE,Gas Distribution,40299,VILLA CALLE,Current,10/26/21,,40299,VILLA CALLE,Current,10/26/21,,40299,VILLA CALLE,Current,10/26/21,,40299,VILLA CALLE,Current,10/26/21,,40299,VILLA CALLE,Current,10/26/21,,40299,VILLA CALLE,Current,10/26/21,,40299,VILLA CALLE,Current,10/26/21,,,,,,
12/15/21,Operator Assignment Request,10/27/21,40300,ACTIVE,MONACO SOUTH CONDOMINIUMS,Gas Distribution,40300,MONACO SOUTH CONDOMINIUMS,Current,10/27/21,,40300,MONACO SOUTH CONDOMINIUMS,Current,10/27/21,,40300,MONACO SOUTH CONDOMINIUMS,Current,10/27/21,,40300,MONACO SOUTH CONDOMINIUMS,Current,10/27/21,,40300,MONACO SOUTH CONDOMINIUMS,Current,10/27/21,,40300,MONACO SOUTH CONDOMINIUMS,Current,10/27/21,,40300,MONACO SOUTH CONDOMINIUMS,Current,10/27/21,,,,,,
12/15/21,Operator Assignment Request,10/27/21,40301,ACTIVE,ORACLE STATE PARK,Gas Distribution,40301,ORACLE STATE PARK,Current,10/27/21,,40301,ORACLE STATE PARK,Current,10/27/21,,40301,ORACLE STATE PARK,Current,10/27/21,,40301,ORACLE STATE PARK,Current,10/27/21,,40301,ORACLE STATE PARK,Current,10/27/21,,40301,ORACLE STATE PARK,Current,10/27/21,,40301,ORACLE STATE PARK,Current,10/27/21,,,,,,
12/15/21,Operator Assignment Request,10/27/21,40302,ACTIVE,BANDIT PROPERTIES,Gas Distribution,40302,BANDIT PROPERTIES,Current,10/27/21,,40302,BANDIT PROPERTIES,Current,10/27/21,,40302,BANDIT PROPERTIES,Current,10/27/21,,40302,BANDIT PROPERTIES,Current,10/27/21,,40302,BANDIT PROPERTIES,Current,10/27/21,,40302,BANDIT PROPERTIES,Current,10/27/21,,40302,BANDIT PROPERTIES,Current,10/27/21,,,,,,
12/15/21,Operator Assignment Request,10/28/21,40303,ACTIVE,LOUISIANA STATE GAS LLC ,Gas Gathering,22435,West Texas Gas,Current,10/29/21,,22435,West Texas Gas,Current,10/29/21,,22435,West Texas Gas,Current,10/29/21,,22435,West Texas Gas,Current,10/29/21,,22435,West Texas Gas,Current,10/29/21,,22435,West Texas Gas,Current,10/29/21,,,,,,,,,,,
12/15/21,Operator Assignment Request,10/20/21,40304,ACTIVE,NAVIGATOR HEARTLAND GREENWAY LLC,Hazardous Liquid,40304,NAVIGATOR HEARTLAND GREENWAY LLC,Current,11/4/21,,40304,NAVIGATOR HEARTLAND GREENWAY LLC,Current,11/4/21,,40304,NAVIGATOR HEARTLAND GREENWAY LLC,Current,11/4/21,,40304,NAVIGATOR HEARTLAND GREENWAY LLC,Current,11/4/21,,40304,NAVIGATOR HEARTLAND GREENWAY LLC,Current,11/4/21,,40304,NAVIGATOR HEARTLAND GREENWAY LLC,Current,11/4/21,,40304,NAVIGATOR HEARTLAND GREENWAY LLC,Current,11/4/21,,40304,NAVIGATOR HEARTLAND GREENWAY LLC,Current,11/4/21,
12/15/21,Operator Assignment Request,11/1/21,40305,ACTIVE,QUARTERNORTH ENERGY LLC,Hazardous Liquid,40305,QUARTERNORTH ENERGY LLC,Current,11/4/21,,40305,QUARTERNORTH ENERGY LLC,Current,11/4/21,,40305,QUARTERNORTH ENERGY LLC,Current,11/4/21,,40305,QUARTERNORTH ENERGY LLC,Current,11/4/21,,40305,QUARTERNORTH ENERGY LLC,Current,11/4/21,,40305,QUARTERNORTH ENERGY LLC,Current,11/4/21,,40305,QUARTERNORTH ENERGY LLC,Current,11/4/21,,40305,QUARTERNORTH ENERGY LLC,Current,11/4/21,
12/15/21,Operator Assignment Request,10/25/21,40306,ACTIVE,SWISSPORT INC,Hazardous Liquid,40306,SWISSPORT INC,Current,11/5/21,,40306,SWISSPORT INC,Current,11/5/21,,40306,SWISSPORT INC,Current,11/5/21,,40306,SWISSPORT INC,Current,11/5/21,,40306,SWISSPORT INC,Current,11/5/21,,40306,SWISSPORT INC,Current,11/5/21,,40306,SWISSPORT INC,Current,11/5/21,,40306,SWISSPORT INC,Current,11/5/21,
